,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,Term in Months,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,acc_now_delinq,delinq_amnt,pub_rec_bankruptcies
27436,553552,713217,10800,10800,9975.0,36,11.12%,354.2,B,B3,Marriott,2 years,RENT,39996.0,Source Verified,Jul-10,Charged Off,debt_consolidation,Pay OFF Everything,301xx,GA,24.51,0,Apr-06,2,0,0,6,0,2543,26.50%,13,0.0,0.0,2832.65,2615.36,2089.1,729.62,0.0,13.93,4.73,Apr-11,354.2,,May-16,0,0,0.0
27446,553306,712920,25000,25000,19449.99553,36,19.04%,916.91,F,F3,BRINKER INTERNATIONAL,4 years,MORTGAGE,61365.0,Source Verified,Jul-10,Charged Off,debt_consolidation,DEBT CONSOLIDATION,762xx,TX,9.84,0,Dec-96,1,48,0,11,0,4801,58.50%,24,0.0,0.0,8825.53,6863.69,3500.58,4358.21,0.0,966.74,9.77,Aug-11,525.0,,Nov-11,0,0,0.0
27455,553188,712766,4000,4000,4000.0,36,15.95%,140.53,D,D4,military,4 years,RENT,38400.0,Source Verified,Jul-10,Charged Off,major_purchase,loan,809xx,CO,12.56,1,Jul-06,0,4,0,5,0,52,0.50%,14,0.0,0.0,2087.32,2087.32,1331.26,631.26,0.0,124.8,1.31,Oct-11,140.53,,Mar-12,0,0,0.0
27479,552334,711732,10000,10000,9450.0,36,7.14%,309.42,A,A3,Qhi Group USA,< 1 year,MORTGAGE,135000.0,Not Verified,Jul-10,Charged Off,small_business,Consolidation,945xx,CA,8.04,0,Aug-86,0,0,0,9,0,8024,41.80%,18,0.0,0.0,8043.74,7600.9,6991.43,1037.89,0.0,14.42,0.0,Oct-12,309.42,,May-16,0,0,0.0
27494,552443,711850,15000,15000,14875.0,60,17.56%,377.33,E,E4,NES Rentals,3 years,RENT,77000.0,Verified,Jul-10,Charged Off,debt_consolidation,HudsonKK,010xx,MA,13.03,3,Jul-94,0,13,0,13,0,12119,48.90%,48,0.0,0.0,8676.87,8604.6,4261.32,4415.55,0.0,0.0,0.0,Aug-12,35.65,,May-16,0,0,0.0
27500,551217,710385,2500,2500,2500.0,36,7.88%,78.21,A,A5,wcch,2 years,MORTGAGE,33996.0,Not Verified,Jul-10,Charged Off,home_improvement,home repairs,145xx,NY,14.51,0,Feb-89,3,0,0,11,0,26016,45.30%,33,0.0,0.0,1163.06,1163.06,767.32,169.28,0.0,226.46,0.0,Aug-11,78.21,,Jan-12,0,0,0.0
27502,547676,706194,22000,22000,21925.0,60,16.82%,544.63,E,E2,VA PALO ALTO HEALTH CARE SYSTEM,2 years,RENT,40000.0,Verified,Aug-10,Charged Off,debt_consolidation,Get out of Debt!,945xx,CA,15.15,0,Aug-88,0,0,0,10,0,17518,71.30%,12,0.0,0.0,18786.45,18722.67,9798.72,8263.46,27.09050768,697.18,7.62,Jun-13,636.92,,Oct-13,0,0,0.0
27511,552237,711618,5000,5000,5000.0,36,13.23%,169.03,C,C1,Microsoft,4 years,RENT,150000.0,Verified,Jul-10,Charged Off,other,August loan,981xx,WA,6.2,0,Mar-92,0,65,0,6,0,9295,84.50%,18,0.0,0.0,4480.84,4480.84,3404.03,985.55,0.0,91.26,1.06,Oct-12,169.03,,Mar-13,0,0,0.0
27518,552116,711462,25000,25000,21779.85211,60,13.98%,581.45,C,C3,C.U.S.D.,10+ years,MORTGAGE,88992.0,Verified,Jul-10,Charged Off,debt_consolidation,perchr07,917xx,CA,12.65,0,Nov-97,0,0,0,7,0,18960,65.80%,11,0.0,0.0,8773.87,7905.35,4043.66,4730.21,0.0,0.0,0.0,May-12,200.99,,May-16,0,0,0.0
27526,551983,711309,4000,4000,4000.0,60,15.95%,97.17,D,D4,Unitedhealthgroup,4 years,MORTGAGE,40296.0,Verified,Jul-10,Charged Off,other,Loan,631xx,MO,6.4,0,Aug-06,1,0,0,8,0,5654,60.10%,8,0.0,0.0,595.63,595.63,271.24,309.43,14.96059043,0.0,0.0,Feb-11,209.34,,May-16,0,0,0.0
27535,551828,711121,5000,5000,5000.0,36,10.38%,162.23,B,B1,shaw industries,3 years,RENT,52000.0,Verified,Jul-10,Charged Off,debt_consolidation,in dept,212xx,MD,14.35,0,Jun-00,1,0,0,11,0,3210,15.10%,14,0.0,0.0,852.12,852.12,481.54,166.58,0.0,204.0,2.0,Dec-10,162.23,,May-11,0,0,0.0
27539,551331,710511,5000,5000,4775.0,60,11.86%,110.87,B,B5,SARA LEE BAKERY GROUP,8 years,MORTGAGE,62400.0,Verified,Aug-10,Charged Off,home_improvement,HOME IMPROVEMENTS,325xx,FL,21.96,0,May-98,0,0,0,8,0,23600,53.40%,18,0.0,0.0,5207.37,4972.46,3446.85,1520.88,0.0,239.64,2.181,May-14,110.87,,Oct-14,0,0,0.0
27551,551517,710724,12000,12000,11950.0,36,7.14%,371.3,A,A3,michaels,8 years,MORTGAGE,30000.0,Source Verified,Jul-10,Charged Off,debt_consolidation,CCloan,871xx,NM,16.2,0,Apr-98,0,0,0,6,0,15851,24.20%,8,0.0,0.0,13209.94,13154.98,6673.53,1108.18,37.0729347,5391.16,970.14,May-12,371.3,,May-16,0,0,0.0
27554,551541,710750,17500,17500,16974.02761,60,18.67%,450.79,F,F2,Booz Allen Hamilton,2 years,MORTGAGE,90000.0,Verified,Jul-10,Charged Off,small_business,DVD Kiosk Business Start-up ,880xx,NM,17.96,0,Aug-95,2,52,0,14,0,13576,87%,33,0.0,0.0,14517.17,13622.54,6428.23,7369.88,66.90807857,652.15,6.53,Sep-13,33.34,,Oct-13,0,0,0.0
27572,551223,710391,1050,1050,1050.0,36,7.51%,32.67,A,A4,HAN JUVEN CORR FACILITY,2 years,MORTGAGE,31200.0,Source Verified,Jul-10,Charged Off,major_purchase,MAJOR PURCHASE LOAN,232xx,VA,15.85,0,Mar-01,1,0,0,5,0,4061,73.80%,16,0.0,0.0,390.12,390.12,322.61,67.51,0.0,0.0,0.0,Aug-11,32.67,,May-16,0,0,0.0
27582,550956,710110,7000,7000,7000.0,60,19.79%,184.65,F,F5,URS,10+ years,RENT,21600.0,Not Verified,Jul-10,Charged Off,debt_consolidation,Debt Consolidation,104xx,NY,4.44,0,Jun-02,0,43,0,3,0,3360,98.80%,4,0.0,0.0,5803.24,5803.24,2642.71,2896.26,14.9114541,249.36,2.67,Mar-13,32.04,,Jun-14,0,0,0.0
27593,550122,709123,10000,10000,10000.0,60,13.61%,230.67,C,C2,wyeth incorporated,10+ years,MORTGAGE,52000.0,Verified,Jul-10,Charged Off,home_improvement,personal,238xx,VA,7.98,0,Apr-96,1,0,0,4,0,0,0%,12,0.0,0.0,689.61,689.61,354.53,335.08,0.0,0.0,0.0,Nov-10,230.67,,May-16,0,0,0.0
27598,550763,709878,12000,12000,11741.34099,60,11.49%,263.86,B,B4,State of missouri,4 years,RENT,24724.0,Source Verified,Jul-10,Charged Off,debt_consolidation,ashley's debt consolidation,654xx,MO,17.47,0,Sep-03,0,0,0,6,0,9737,60.50%,21,0.0,0.0,6050.65,5909.57,2201.91,1491.06,0.0,2357.68,424.3824,Nov-11,30.66,,Dec-11,0,0,0.0
27603,550664,709762,6000,6000,6000.0,36,7.88%,187.69,A,A5,Kelly Pre-Owned LLC,3 years,MORTGAGE,66000.0,Source Verified,Jul-10,Charged Off,vacation,DIsney World Vacation,166xx,PA,9.6,0,Jan-95,1,75,74,6,1,790,5.30%,23,0.0,0.0,2811.9,2811.9,2326.71,485.19,0.0,0.0,0.0,Nov-11,187.69,,May-16,0,0,0.0
27606,547330,705732,13000,13000,12885.86177,60,10.38%,278.65,B,B1,County of Fresno,10+ years,MORTGAGE,44400.0,Not Verified,Jul-10,Charged Off,home_improvement,toddandkim4ever,936xx,CA,5.22,0,Oct-94,0,0,0,8,0,4351,24%,32,0.0,0.0,7701.24,7619.5,4803.38,2413.63,14.98737697,469.24,4.92,Oct-12,546.62,,Mar-13,0,0,0.0
27607,550598,709676,15000,15000,14975.0,60,16.45%,368.37,E,E1,Wendys OFH of New York Inc,10+ years,RENT,45000.0,Verified,Jul-10,Charged Off,wedding,weddingloot,023xx,MA,2.56,1,Apr-00,0,6,0,5,0,2306,37.20%,10,0.0,0.0,11582.05,11562.84,5971.08,5075.37,18.36749572,517.24,5.42,Mar-13,33.92,,Jul-13,0,0,0.0
27609,550558,709643,13200,13200,13150.0,36,18.67%,481.66,F,F2,EDGE Technology Services,1 year,MORTGAGE,125000.0,Verified,Jul-10,Charged Off,small_business,Business Web Site Design & Advertising,840xx,UT,22.8,0,Jan-90,2,0,0,26,0,57240,90.20%,54,0.0,0.0,1442.85,1437.39,840.59,602.26,0.0,0.0,0.0,Nov-10,481.66,,May-16,0,0,0.0
27620,550309,709357,1000,1000,1000.0,36,14.72%,34.53,C,C5,De La Rue North America Inc.,6 years,MORTGAGE,74000.0,Not Verified,Jul-10,Charged Off,medical,Medical Bed,750xx,TX,23.43,0,Apr-95,1,0,0,19,0,21035,73.50%,41,0.0,0.0,536.5,536.5,428.11,82.39,0.0,26.0,0.27,May-11,34.53,,Aug-11,0,0,0.0
27623,550366,709422,8000,8000,7850.0,60,11.86%,177.4,B,B5,American Spoon,8 years,MORTGAGE,45000.0,Not Verified,Jul-10,Charged Off,small_business,capital for new restaurant,497xx,MI,11.73,0,May-03,1,0,0,4,0,0,0%,10,0.0,0.0,7749.22,7603.92,4908.48,2333.71,59.90339422,447.13,4.2926,Jan-14,177.4,,Jun-14,0,0,0.0
27644,550066,709061,2000,2000,2000.0,36,11.49%,65.95,B,B4,State of California,8 years,OWN,55308.0,Source Verified,Aug-10,Charged Off,home_improvement,Happy Home,926xx,CA,21.48,1,Oct-00,3,23,0,8,0,17016,93.50%,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,May-16,0,0,0.0
27660,549816,708775,7750,7750,7625.0,36,15.21%,269.46,D,D2,Marriott International,4 years,MORTGAGE,40000.0,Verified,Jul-10,Charged Off,debt_consolidation,Freedom,029xx,RI,8.19,0,Aug-98,0,78,0,5,0,15840,98.40%,12,0.0,0.0,2693.85,2650.38,1805.66,877.54,0.0,10.65,3.54,Jun-11,269.46,,May-16,0,0,0.0
27664,549682,708575,4000,4000,3975.0,36,11.12%,131.19,B,B3,board of ed,10+ years,RENT,69000.0,Verified,Jul-10,Charged Off,debt_consolidation,itgfit,076xx,NJ,15.25,0,Nov-87,2,65,0,18,0,15145,45.60%,27,0.0,0.0,4102.86,4077.44,3349.4,701.99,0.0,51.47,0.65,Mar-13,131.19,,Aug-13,0,0,0.0
27680,549497,708351,3500,3500,3475.0,36,15.58%,122.33,D,D3,nana services llc.,2 years,MORTGAGE,24000.0,Source Verified,Jul-10,Charged Off,debt_consolidation,debt loan,922xx,CA,9.95,0,Oct-01,2,26,0,9,0,5301,51%,11,0.0,0.0,394.57,391.76,154.37,89.65,0.0,150.55,1.45,Oct-10,122.33,,May-16,0,0,0.0
27687,549319,708126,6000,6000,6000.0,36,7.51%,186.67,A,A4,plumbers and pipefitters local 630,10+ years,RENT,93000.0,Source Verified,Jul-10,Charged Off,major_purchase,boat,349xx,FL,9.57,0,Feb-00,0,74,0,7,0,2357,20.30%,12,0.0,0.0,5485.8,5485.8,4711.44,685.75,0.0,88.61,1.15,Jan-13,186.67,,Jun-13,0,0,0.0
27697,548796,707474,2500,2500,2500.0,36,14.84%,86.47,D,D1,bed bath and beyond,6 years,RENT,22708.0,Verified,Jul-10,Charged Off,other,personal loan,926xx,CA,24.78,0,May-99,1,0,0,3,0,15667,95%,6,0.0,0.0,2502.12,2502.12,1919.45,582.67,0.0,0.0,0.0,Jan-13,86.47,,May-16,0,0,0.0
27699,549199,707968,3000,3000,3000.0,36,7.88%,93.85,A,A5,Foot and Ankle of Texas,< 1 year,RENT,28800.0,Not Verified,Jul-10,Charged Off,debt_consolidation,Loan to success,770xx,TX,20.33,0,Nov-96,3,72,0,15,0,5158,81.90%,31,0.0,0.0,1324.86,1324.86,1000.82,216.67,14.97123069,92.4,1.07,Aug-11,108.85,,Jan-12,0,0,0.0
27701,549189,707955,7000,7000,7000.0,36,16.82%,248.95,E,E2,Custom Drywall Inc.,< 1 year,RENT,77520.0,Not Verified,Jul-10,Charged Off,debt_consolidation,My loan,951xx,CA,6.35,0,Apr-02,0,63,0,4,0,3598,97.20%,11,0.0,0.0,3936.37,3936.37,2490.33,1231.62,0.0,214.42,6.02,Nov-11,248.95,,Mar-12,0,0,0.0
27724,548705,707367,6000,6000,6000.0,60,18.67%,154.56,F,F2,Command Security Corporation,6 years,RENT,24000.0,Source Verified,Jul-10,Charged Off,car,Reliable Car,067xx,CT,8.05,0,Apr-07,2,0,0,5,0,3243,28%,6,0.0,0.0,3699.24,3699.24,1668.66,1879.28,0.0,151.3,1.71,Jul-12,309.12,,Nov-12,0,0,0.0
27744,548599,707254,5000,5000,5000.0,36,7.88%,156.41,A,A5,the charleston at boca raton,10+ years,MORTGAGE,50000.0,Source Verified,Jul-10,Charged Off,major_purchase,motorcycle,330xx,FL,11.33,0,Dec-97,1,0,0,8,0,13063,65.60%,38,0.0,0.0,4146.52,4146.52,3485.54,574.62,0.0,86.36,1.21,Oct-12,156.41,,Feb-13,0,0,0.0
27749,547935,706509,25000,17925,17675.0,60,13.98%,416.9,C,C3,Perkins Coie LLP,10+ years,RENT,69996.0,Verified,Jul-10,Charged Off,debt_consolidation,HALAT,981xx,WA,8.09,0,Jul-96,1,0,0,4,0,20574,88%,8,0.0,0.0,19567.63,19294.93,12199.44,6561.06,0.0,807.13,8.071299995,Jun-14,28.98,,Sep-14,0,0,0.0
27752,545930,704056,19000,13500,13175.0,60,11.49%,296.84,B,B4,"Francis J. DeVito, P.A.",9 years,RENT,40000.0,Not Verified,Jul-10,Charged Off,debt_consolidation,debt consolidation,076xx,NJ,21.12,0,Jun-98,0,0,0,12,0,21481,75.40%,17,0.0,0.0,13403.0,13079.42,8845.87,3918.25,0.0,638.88,6.388799997,Apr-14,83.6,,Jul-14,0,0,0.0
27771,548325,706932,1600,1600,1600.0,60,15.21%,38.25,D,D2,AT&T,2 years,RENT,58900.0,Source Verified,Jul-10,Charged Off,major_purchase,Newborn Baby's Room!!!,302xx,GA,12.27,0,Jan-01,2,0,0,9,0,11078,93.10%,31,0.0,0.0,190.05,190.05,91.58,98.47,0.0,0.0,0.0,Jan-11,38.25,,Dec-10,0,0,0.0
27774,548241,706863,25000,25000,24900.0,36,13.61%,849.72,C,C2,Standard Insurance,9 years,RENT,54000.0,Verified,Jul-10,Charged Off,debt_consolidation,Debt consolidation,970xx,OR,16.31,0,Dec-94,1,0,0,7,0,26479,94.20%,16,0.0,0.0,6797.38,6770.14,4692.23,2105.15,0.0,0.0,0.0,May-11,30.48,,May-16,0,0,0.0
27778,548196,706806,6000,6000,6000.0,36,7.14%,185.65,A,A3,NYC Human Resources Administration,10+ years,MORTGAGE,42000.0,Verified,Jul-10,Charged Off,debt_consolidation,Timeshare Debt/Bill Consolidation,112xx,NY,13.63,0,Sep-94,0,0,0,10,0,16295,59.20%,34,0.0,0.0,2778.3,2778.3,2339.96,438.34,0.0,0.0,0.0,Nov-11,185.65,,Apr-16,0,0,0.0
27786,548135,706738,3400,3400,3400.0,36,11.49%,112.11,B,B4,state of new jersey,10+ years,MORTGAGE,76145.0,Not Verified,Jul-10,Charged Off,debt_consolidation,mikes loan,080xx,NJ,14.06,0,Jan-89,3,0,0,10,0,10030,58%,41,0.0,0.0,1232.86,1232.86,828.42,289.58,0.0,114.86,40.04,Jun-11,112.11,,May-16,0,0,0.0
27792,441547,533035,7000,7000,7000.0,36,13.98%,239.18,C,C3,Albany Door Systems,,RENT,42000.0,Not Verified,Jul-10,Charged Off,debt_consolidation,Consolidate credit card debt,530xx,WI,19.69,0,Oct-04,0,0,0,8,0,5675,72.80%,15,0.0,0.0,2623.28,2623.28,1833.16,790.12,0.0,0.0,0.0,Jul-11,239.18,,May-16,0,0,0.0
27794,548016,706607,10000,10000,9290.6,36,13.23%,338.05,C,C1,Wingfoot Commercial Tire Company,2 years,RENT,38400.0,Not Verified,Jul-10,Charged Off,debt_consolidation,freedom,315xx,GA,11.63,0,Oct-04,0,0,0,3,0,4861,72.60%,7,0.0,0.0,4374.83,4342.23,2900.19,1148.85,0.0,325.79,3.57,Aug-11,338.05,,Dec-11,0,0,0.0
27798,547880,706438,8400,8400,8400.0,36,15.21%,292.06,D,D2,Technology Express Inc.,8 years,MORTGAGE,56000.0,Verified,Jul-10,Charged Off,debt_consolidation,consolidation,633xx,MO,19.86,0,Nov-95,1,58,0,14,0,6166,65.60%,21,0.0,0.0,7193.99,7193.99,5148.87,1859.84,0.0,185.28,2.14,Sep-12,25.92,,Feb-13,0,0,0.0
27822,547713,706242,15000,15000,14975.0,36,15.58%,524.26,D,D3,CITY OF DOWNEY,10+ years,MORTGAGE,54996.0,Source Verified,Jul-10,Charged Off,debt_consolidation,DEBT CONSOLIDATION LOAN,923xx,CA,4.58,1,May-97,1,6,0,2,0,0,0%,25,0.0,0.0,4875.63,4867.53,2020.5,1297.49,52.42,1505.22,416.446,Sep-11,300.0,,Oct-11,0,0,0.0
27828,547554,705997,6000,6000,6000.0,36,13.23%,202.83,C,C1,Cole industries,< 1 year,MORTGAGE,50000.0,Not Verified,Jul-10,Charged Off,debt_consolidation,consolidation loan,446xx,OH,17.16,0,Dec-94,0,35,93,9,1,9840,66%,27,0.0,0.0,6366.95,6366.95,4820.1,1254.0,0.0,292.85,50.8284,Feb-13,202.83,,May-13,0,0,1.0
27839,547304,705699,15000,15000,15000.0,36,13.98%,512.52,C,C3,PSEG,6 years,MORTGAGE,228000.0,Source Verified,Jul-10,Charged Off,debt_consolidation,Debt Consolidation,077xx,NJ,16.67,0,Mar-99,3,0,0,14,0,10678,58.30%,39,0.0,0.0,3158.75,3158.75,1724.58,831.97,0.0,602.2,6.0,Jan-11,512.52,,Jun-11,0,0,0.0
27846,547215,705600,8000,8000,8000.0,36,15.58%,279.61,D,D3,washington university,3 years,RENT,48000.0,Source Verified,Jul-10,Charged Off,debt_consolidation,citifi auto,631xx,MO,22.25,1,Apr-00,3,19,87,14,1,8784,73.20%,30,0.0,0.0,2266.06,2266.06,1160.26,783.46,14.91923077,307.42,3.16,Mar-11,562.65,,Sep-11,0,0,1.0
27850,545370,703387,3500,3500,3500.0,36,14.72%,120.85,C,C5,Department of Homeland Security,2 years,RENT,24000.0,Verified,Jul-10,Charged Off,debt_consolidation,Moving Forward,071xx,NJ,19.3,0,Sep-06,1,0,0,6,0,3530,54.30%,6,0.0,0.0,3634.53,3634.53,1553.01,617.51,29.96377094,1434.05,278.7885,Feb-12,120.85,,May-16,0,0,0.0
27851,546780,705064,10000,10000,9900.0,60,11.86%,221.74,B,B5,Onshore Technology,2 years,OWN,24000.0,Verified,Jul-10,Charged Off,debt_consolidation,Jonesey,652xx,MO,19.6,0,Jan-98,3,0,0,5,0,2935,65.20%,7,0.0,0.0,3562.13,3526.49,1828.94,1263.94,0.0,469.25,86.6326,Oct-11,221.74,,Sep-15,0,0,0.0
27859,546954,705257,9600,9600,9600.0,36,13.98%,328.02,C,C3,west coast air,7 years,MORTGAGE,90000.0,Verified,Jul-10,Charged Off,debt_consolidation,start fresh,922xx,CA,18.68,1,Dec-97,1,23,0,12,0,5144,65.90%,24,0.0,0.0,4559.91,4559.91,3008.35,1245.9,0.0,305.66,6.8,Sep-11,328.02,,Jan-12,0,0,0.0
27867,546817,705107,7750,7750,7750.0,36,14.84%,268.05,D,D1,sims metal mgmt,10+ years,MORTGAGE,65619.0,Source Verified,Jul-10,Charged Off,debt_consolidation,debt consolidation,945xx,CA,19.91,0,May-86,2,32,0,9,0,6448,96.60%,24,0.0,0.0,6432.6,6432.6,4760.27,1653.34,0.0,18.99,0.0,Aug-12,268.05,,May-16,0,0,0.0
27869,546792,705076,5000,5000,5000.0,60,17.93%,126.78,E,E5,,10+ years,MORTGAGE,24395.0,Not Verified,Jul-10,Charged Off,debt_consolidation,freedom,539xx,WI,9.05,0,Jul-04,2,0,0,3,0,3422,57%,8,0.0,0.0,4221.95,4221.95,2110.32,1934.48,0.0,177.15,1.78,Apr-13,126.78,,Aug-13,0,0,0.0
27870,546440,704651,5000,5000,4678.57,36,11.12%,163.98,B,B3,Jacaranda Trace/aramark retirment servic,8 years,RENT,29865.0,Source Verified,Jul-10,Charged Off,major_purchase,moving on,342xx,FL,19.37,0,Sep-99,2,51,0,8,0,1868,38.90%,13,0.0,0.0,3131.44,3035.32,1608.82,511.61,0.0,1011.01,354.05,Sep-11,163.98,,May-16,0,0,0.0
27872,543331,700997,3950,3950,3950.0,60,17.19%,98.58,E,E3,rackroom shoes,2 years,RENT,18000.0,Source Verified,Jul-10,Charged Off,medical,medical loan,300xx,GA,5.87,0,Dec-06,3,0,0,5,0,2612,67%,9,0.0,0.0,984.5,984.5,448.32,536.18,0.0,0.0,0.0,Jun-11,98.58,,May-16,0,0,0.0
27885,544972,702933,15000,15000,11717.38149,60,13.98%,348.87,C,C3,PSEG CO,10+ years,RENT,44000.0,Verified,Jul-10,Charged Off,debt_consolidation,paydebts,088xx,NJ,15.11,0,May-89,0,71,0,11,0,19624,64.90%,30,0.0,0.0,7671.18,1954.76,4335.48,3335.7,0.0,0.0,0.0,Jun-12,348.87,,May-16,0,0,0.0
27891,545710,703795,20000,13525,13375.0,60,17.93%,342.94,E,E5,Wylie ISD,1 year,MORTGAGE,44304.0,Verified,Jul-10,Charged Off,debt_consolidation,Todd's Loan,750xx,TX,18.47,0,Nov-95,0,33,0,6,0,5673,97.80%,20,0.0,0.0,17300.97,17109.24,10049.38,6716.88,0.0,534.71,4.969099998,Sep-14,342.94,,Jan-15,0,0,0.0
27896,540131,697349,6000,6000,6000.0,60,13.23%,137.23,C,C1,northeast utilities,5 years,OWN,45996.0,Not Verified,Jul-10,Charged Off,other,New Life,010xx,MA,16.72,0,Jun-00,2,0,0,4,0,12713,73.50%,11,0.0,0.0,410.82,410.82,215.14,195.68,0.0,0.0,0.0,Nov-10,137.23,,Apr-16,0,0,0.0
27898,546371,704568,12000,12000,12000.0,60,16.32%,293.87,D,D5,nw mutual,3 years,RENT,60000.0,Not Verified,Jul-10,Charged Off,major_purchase,vacation,750xx,TX,9.74,0,Oct-05,1,0,0,9,0,6852,60.60%,12,0.0,0.0,3426.38,3426.38,1253.88,1689.79,0.0,482.71,4.8,Jul-11,151.04,,Nov-11,0,0,0.0
27902,546338,704528,4800,4800,4800.0,60,13.61%,110.72,C,C2,price chopper,< 1 year,RENT,16000.0,Source Verified,Jul-10,Charged Off,medical,medloan,120xx,NY,2.78,0,Nov-03,1,0,41,3,1,1500,30.60%,3,0.0,0.0,972.53,972.53,405.45,365.46,0.0,201.62,1.94,Mar-11,110.72,,Jul-11,0,0,0.0
27905,546282,704455,4200,4200,4200.0,36,14.72%,145.02,C,C5,Sketchers M.C.,3 years,RENT,28800.0,Source Verified,Jul-10,Charged Off,debt_consolidation,Frank,212xx,MD,18.17,0,Mar-07,0,0,0,5,0,1563,74.40%,5,0.0,0.0,2981.93,2981.93,2098.73,795.3,14.95615638,72.95,1.03,Apr-12,145.02,,Aug-12,0,0,0.0
27908,546248,704419,8400,8400,8300.0,36,13.98%,287.02,C,C3,Waste Management,3 years,RENT,32000.0,Verified,Jul-10,Charged Off,debt_consolidation,Debt Consolidation,333xx,FL,14.4,0,Nov-06,0,0,0,13,0,3632,23.30%,15,0.0,0.0,9110.6,9002.11,3297.65,1283.15,0.0,4529.8,774.8136,Dec-11,287.02,,May-16,0,0,0.0
27909,544400,702283,16500,14350,14275.0,60,15.21%,342.97,D,D2,Premier Roofing ,< 1 year,RENT,40000.0,Verified,Jul-10,Charged Off,credit_card,Relief,809xx,CO,20.49,0,Jun-99,2,65,0,6,0,4796,31.30%,14,0.0,0.0,3428.8,3410.91,1696.59,1714.41,0.0,17.8,6.17,Jun-11,342.97,,May-16,0,0,0.0
27916,543524,701213,3475,3475,3475.0,60,16.45%,85.34,E,E1,Richfield Management,3 years,MORTGAGE,46000.0,Not Verified,Jul-10,Charged Off,major_purchase,Chevy Impala,484xx,MI,19.15,0,Oct-01,1,39,0,13,0,5438,32.40%,20,0.0,0.0,4002.38,4002.38,2460.12,1542.26,0.0,0.0,0.0,Jul-14,85.34,,May-16,0,0,0.0
27946,542007,699508,4000,4000,4000.0,36,11.49%,131.89,B,B4,vitamin shoppe,< 1 year,RENT,12000.0,Not Verified,Jul-10,Charged Off,debt_consolidation,debt loan ,070xx,NJ,14.4,0,May-02,0,0,0,5,0,3921,78.90%,6,0.0,0.0,476.92,476.92,187.36,75.42,0.0,214.14,38.5452,Oct-10,131.89,,Mar-11,0,0,0.0
27947,545346,703359,21425,16100,16100.0,60,17.56%,405.0,E,E4,Pfizer,6 years,RENT,83004.0,Verified,Jul-10,Charged Off,debt_consolidation,New Start,088xx,NJ,21.31,0,Dec-95,1,72,0,7,0,10384,93%,16,0.0,0.0,17926.07,17926.07,9591.29,7418.76,0.0,916.02,9.160199991,Mar-14,94.01,,Jun-14,0,0,0.0
27964,545435,703464,13750,13750,13625.0,60,11.49%,302.33,B,B4,Marketing Arm Int.,6 years,MORTGAGE,27600.0,Not Verified,Jul-10,Charged Off,credit_card,A fresh start 2010,339xx,FL,2.91,0,Sep-98,2,0,0,8,0,2038,37.10%,11,0.0,0.0,12855.79,12739.13,8180.47,3852.63,15.0978977,807.6,16.4489,May-14,37.29,,May-14,0,0,0.0
27969,545408,703433,3600,3600,3568.466076,36,13.98%,123.01,C,C3,Florida Marine Transporters,6 years,MORTGAGE,98000.0,Not Verified,Jul-10,Charged Off,home_improvement,Home Improvement,704xx,LA,17.11,0,Apr-02,0,44,0,9,0,8102,66%,15,0.0,0.0,4447.36,4407.2,3469.6,824.55,0.0,153.21,21.59,Jul-13,123.01,,May-16,0,0,0.0
27989,544896,702837,14400,11250,11050.0,60,10.75%,243.21,B,B2,Flagler County Fire Rescue,5 years,MORTGAGE,56000.0,Not Verified,Jul-10,Charged Off,other,Other loan,321xx,FL,18.06,0,Dec-96,0,0,0,7,0,2464,15.70%,23,0.0,0.0,5248.04,5154.73,2612.64,1087.31,44.89351971,1503.2,330.1434,Aug-11,245.0,,Dec-11,0,0,0.0
27993,544819,702748,12800,12800,12800.0,36,15.21%,445.04,D,D2,Sun Life Financial,10+ years,RENT,48200.0,Verified,Jul-10,Charged Off,credit_card,help me to be able to buy a home,020xx,MA,21.49,1,Nov-86,2,5,0,14,0,10819,49.50%,25,0.0,0.0,1440.09,1440.09,567.14,319.74,0.0,553.21,5.33,Oct-10,445.04,,Mar-11,0,0,0.0
28008,544566,702470,20000,14450,14400.0,60,11.12%,315.05,B,B3,Thomasville Furniture,< 1 year,MORTGAGE,60000.0,Verified,Jul-10,Charged Off,debt_consolidation,Debt  consolidation,303xx,GA,15.84,0,Nov-85,0,0,0,13,0,7322,26%,42,0.0,0.0,5353.51,5335.11,3308.08,2030.6,0.0,14.83,5.84,Dec-11,315.05,,May-16,0,0,0.0
